,growth_collection,processing,preparation,material,energy,things,buildings,infrastructure,inhabited,waste,sleep,hygiene_grooming,childcare,adultcare,moving_things,moving_people,organization,education,meals,active_recreation,religious,social,interactive,passive,work_employed,work_other,unknown
"('EGY', 15)",0.1749238,0.0391438,0.4452606,0.1088687,,,0.0733946,,0.8183499,,7.4,0.7029,0.1333335,0.09052,0.2055049,0.8485,0.2348628,1.8875650000000002,0.9286,1.3418981,0.5162088,1.8850182,1.4055068,4.7584172,,,
"('EGY', 16)",0.2067282,0.04526,0.4513769,0.1076454,,,0.240979,,0.7963315,,7.4,0.7029,0.1174314,0.0758411,0.276453,0.8485,0.2642206,1.8875650000000002,0.9286,1.1681975,0.4110098,2.1370064,1.2746197,4.6605577,,,
"('EGY', 17)",0.2096107,0.0465802,0.4890916,0.1103214,,,0.2451587,,0.8286364,,7.4,0.718,0.118902,0.077225,0.2807067,0.8485,0.2684488,1.8875650000000002,0.888,0.9696027,0.4192214,2.5006187,1.0836015,4.6089836,,,
"('EGY', 18)",0.2096107,0.0465802,0.4890916,0.1103214,,,0.2451587,,0.8286364,,7.4,0.718,0.118902,0.077225,0.2807067,0.8485,0.2684488,1.8875650000000002,0.888,0.9696027,0.4192214,2.5006187,1.0836015,4.6089836,,,
"('ESH', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('ESH', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('ESH', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('ESH', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('ESH', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('ESH', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('ESH', 6)",,,,,,,,,0.7817366,,9.7,1.1333,,,,0.8485,,2.2323660000000003,1.1619,1.6464658,0.2712876,0.7665659,2.0703527,3.3884177,,,
"('ESH', 7)",,,,,,,,,0.8080166,,9.4,1.1333,,,,0.8485,,2.2323660000000003,1.1619,1.7018158,0.2804076,0.7923359,2.1399527,3.5023277,,,
"('ESH', 8)",0.0811182,0.0093239,0.1538449,0.004662,,,0.222842,,0.4717911,,9.3,1.1333,0.2303012,0.2303012,0.0979013,0.8485,0.0149183,2.2323660000000003,1.1619,1.2792437,0.7757513,0.760833,1.6410124,3.3491571,,,
"('ESH', 9)",0.081576,0.0087403,0.1971421,0.0048557,,,0.2223918,,0.5632632,,9.3,0.8979,0.230161,0.230161,0.0971143,0.8485,0.0145672,2.2323660000000003,1.0098,1.4644842,0.7866262,0.6147338,1.5334354,3.6621818,,,
"('ESH', 10)",0.0438585,0.0099678,0.3718002,0.082733,,,0.1186172,,0.7206744,,9.1,0.7914,0.2083277,0.1236011,0.1893888,0.8485,0.0657877,2.2323660000000003,1.0599,1.2350146,0.6698384,0.9997738,1.528069,3.603372,,,
"('ESH', 11)",0.0447069,0.0101607,0.3789923,0.0843334,,,0.1209118,,0.7346151,,9.0,0.7914,0.2123576,0.1259921,0.1930524,0.8485,0.0670603,2.139548,1.0599,1.2589048,0.6827958,1.0191134,1.557628,3.6730757,,,
"('ESH', 12)",0.1498682,0.0335369,0.360522,0.0932746,,,0.0639298,,0.8038383,,8.9,0.7876,0.1268115,0.0817463,0.1771169,0.8485,0.1341477,1.9937091666666664,0.9899,1.260779,0.4265478,1.4127432,1.4232235,3.9343012,,,
"('ESH', 13)",0.1641124,0.0367245,0.4211835,0.1021399,,,0.0688583,,0.7769517,,8.05,0.7057,0.1216497,0.08263,0.1928034,0.8485,0.210018,1.9937091666666664,0.9257,1.3209326,0.4934848,1.7650689,1.2761747,4.4436585,,,
"('ESH', 14)",0.1641124,0.0367245,0.4211835,0.1021399,,,0.0688583,,0.7769517,,8.05,0.7057,0.1216497,0.08263,0.1928034,0.8485,0.210018,1.9937091666666664,0.9257,1.3209326,0.4934848,1.7650689,1.2761747,4.4436585,,,
"('ESH', 15)",0.173406,0.0388041,0.441397,0.107924,,,0.0727577,,0.8112489,,7.4,0.7029,0.1321766,0.0897346,0.2037217,0.8485,0.2328248,1.9937091666666664,0.9286,1.3302541,0.5117295,1.8686614,1.3933108,4.7171271,,,
"('ESH', 16)",0.2049343,0.0448673,0.4474601,0.1067114,,,0.2388879,,0.7894215,,7.4,0.7029,0.1164124,0.075183,0.2740542,0.8485,0.2619279,1.9937091666666664,0.9286,1.1580608,0.4074434,2.118463,1.2635595,4.6201168,,,
"('ESH', 17)",0.2082035,0.0462675,0.4858082,0.1095808,,,0.2435129,,0.8230736,,7.4,0.718,0.1181038,0.0767066,0.2788223,0.8485,0.2666466,1.9698551999999996,0.888,0.9630935,0.4164071,2.4838315,1.076327,4.5780424,,,
"('ESH', 18)",0.2037256,0.0452724,0.4753597,0.107224,,,0.2382755,,0.8053713,,7.4,0.718,0.1155636,0.0750568,0.2728255,0.8485,0.2609117,2.2317229999999997,0.888,0.9423798,0.4074512,2.4304105,1.0531779,4.4795802,,,
"('LBY', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('LBY', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('LBY', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('LBY', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('LBY', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('LBY', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('LBY', 6)",,,,,,,,,0.7745837,,9.7,1.1333,,,,0.8485,,2.31402,1.1619,1.6314007,0.2688053,0.7595519,2.051409,3.3574137,,,
"('LBY', 7)",,,,,,,,,0.8008637,,9.4,1.1333,,,,0.8485,,2.31402,1.1619,1.6867507,0.2779253,0.7853219,2.121009,3.4713237,,,
"('LBY', 8)",0.0804078,0.0092423,0.1524976,0.0046211,,,0.2208905,,0.4676594,,9.3,1.1333,0.2282843,0.2282843,0.0970439,0.8485,0.0147876,2.31402,1.1619,1.2680408,0.7689577,0.75417,1.6266413,3.319827,,,
"('LBY', 9)",0.0808902,0.0086668,0.1954845,0.0048149,,,0.220522,,0.5585272,,9.3,0.8979,0.2282258,0.2282258,0.0962978,0.8485,0.0144447,2.31402,1.0098,1.4521708,0.7800122,0.6095651,1.5205423,3.63139,,,
"('LBY', 10)",0.0434992,0.0098862,0.3687545,0.0820553,,,0.1176455,,0.7147708,,9.1,0.7914,0.2066212,0.1225886,0.1878374,0.8485,0.0652488,2.31402,1.0599,1.2248977,0.6643513,0.9915839,1.5155514,3.5738541,,,
"('LBY', 11)",0.0439392,0.0099862,0.3724845,0.0828853,,,0.1188355,,0.7220008,,9.0,0.7914,0.2087112,0.1238286,0.1897374,0.8485,0.0659088,2.31402,1.0599,1.2372877,0.6710713,1.0016139,1.5308814,3.6100041,,,
"('LBY', 12)",0.1498682,0.0335369,0.360522,0.0932746,,,0.0639298,,0.8038383,,8.9,0.7876,0.1268115,0.0817463,0.1771169,0.8485,0.1341477,1.9937091666666664,0.9899,1.260779,0.4265478,1.4127432,1.4232235,3.9343012,,,
"('LBY', 13)",0.1641124,0.0367245,0.4211835,0.1021399,,,0.0688583,,0.7769517,,8.05,0.7057,0.1216497,0.08263,0.1928034,0.8485,0.210018,1.9937091666666664,0.9257,1.3209326,0.4934848,1.7650689,1.2761747,4.4436585,,,
"('LBY', 14)",0.1641124,0.0367245,0.4211835,0.1021399,,,0.0688583,,0.7769517,,8.05,0.7057,0.1216497,0.08263,0.1928034,0.8485,0.210018,1.9937091666666664,0.9257,1.3209326,0.4934848,1.7650689,1.2761747,4.4436585,,,
"('LBY', 15)",0.173406,0.0388041,0.441397,0.107924,,,0.0727577,,0.8112489,,7.4,0.7029,0.1321766,0.0897346,0.2037217,0.8485,0.2328248,1.9937091666666664,0.9286,1.3302541,0.5117295,1.8686614,1.3933108,4.7171271,,,
"('LBY', 16)",0.2049343,0.0448673,0.4474601,0.1067114,,,0.2388879,,0.7894215,,7.4,0.7029,0.1164124,0.075183,0.2740542,0.8485,0.2619279,1.9937091666666664,0.9286,1.1580608,0.4074434,2.118463,1.2635595,4.6201168,,,
"('LBY', 17)",0.2082035,0.0462675,0.4858082,0.1095808,,,0.2435129,,0.8230736,,7.4,0.718,0.1181038,0.0767066,0.2788223,0.8485,0.2666466,1.9698551999999996,0.888,0.9630935,0.4164071,2.4838315,1.076327,4.5780424,,,
"('LBY', 18)",0.2037256,0.0452724,0.4753597,0.107224,,,0.2382755,,0.8053713,,7.4,0.718,0.1155636,0.0750568,0.2728255,0.8485,0.2609117,2.2317229999999997,0.888,0.9423798,0.4074512,2.4304105,1.0531779,4.4795802,,,
"('MAR', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('MAR', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('MAR', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('MAR', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('MAR', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('MAR', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('MAR', 6)",,,,,,,,,0.7723179,,9.7,1.1333,,,,0.8485,,2.339886,1.1619,1.6266284,0.268019,0.75733,2.045408,3.3475924,,,
"('MAR', 7)",,,,,,,,,0.7985979,,9.4,1.1333,,,,0.8485,,2.339886,1.1619,1.6819784,0.277139,0.7831,2.115008,3.4615024,,,
"('MAR', 8)",0.0801828,0.0092164,0.1520708,0.0046082,,,0.2202723,,0.4663505,,9.3,1.1333,0.2276454,0.2276454,0.0967723,0.8485,0.0147463,2.339886,1.1619,1.264492,0.7668056,0.7520594,1.6220889,3.3105359,,,
"('MAR', 9)",0.0806729,0.0086435,0.1949595,0.004802,,,0.2199296,,0.557027,,9.3,0.8979,0.2276128,0.2276128,0.0960391,0.8485,0.0144059,2.339886,1.0098,1.4482702,0.777917,0.6079278,1.516458,3.621636,,,
"('MAR', 10)",0.0433854,0.0098603,0.3677897,0.0818406,,,0.1173377,,0.7129007,,9.1,0.7914,0.2060806,0.1222679,0.187346,0.8485,0.0650781,2.339886,1.0599,1.2216929,0.6626131,0.9889895,1.5115861,3.5645035,,,
"('MAR', 11)",0.0438254,0.0099603,0.3715197,0.0826706,,,0.1185277,,0.7201307,,9.0,0.7914,0.2081706,0.1235079,0.189246,0.8485,0.0657381,2.339886,1.0599,1.2340829,0.6693331,0.9990195,1.5269161,3.6006535,,,
"('MAR', 12)",0.1566151,0.0350467,0.3767524,0.0974737,,,0.0668078,,0.8400265,,8.9,0.7876,0.1325205,0.0854264,0.1850906,0.8485,0.1401869,1.521895,0.9899,1.3175382,0.4457507,1.4763438,1.4872959,4.1114202,,,
"('MAR', 13)",0.1708593,0.0382343,0.4384991,0.106339,,,0.0716892,,0.8088935,,8.05,0.7057,0.126651,0.0860271,0.2007298,0.8485,0.2186522,1.521895,0.9257,1.3752384,0.5137728,1.8376339,1.3286404,4.626345,,,
"('MAR', 14)",0.1708593,0.0382343,0.4384991,0.106339,,,0.0716892,,0.8088935,,8.05,0.7057,0.126651,0.0860271,0.2007298,0.8485,0.2186522,1.521895,0.9257,1.3752384,0.5137728,1.8376339,1.3286404,4.626345,,,
"('MAR', 15)",0.1801529,0.0403139,0.458571,0.1121231,,,0.0755886,,0.8428132,,7.4,0.7029,0.1373193,0.093226,0.2116482,0.8485,0.2418836,1.521895,0.9286,1.3820121,0.53164,1.941368,1.4475223,4.9006628,,,
"('MAR', 16)",0.212908,0.046613,0.4648701,0.1108633,,,0.2481827,,0.8201366,,7.4,0.7029,0.1209418,0.0781083,0.2847172,0.8485,0.2721191,1.521895,0.9286,1.203119,0.4232963,2.2008889,1.3127225,4.799878,,,
"('MAR', 17)",0.2158636,0.0479697,0.5036818,0.1136124,,,0.2524721,,0.8533557,,7.4,0.718,0.122449,0.0795287,0.2890806,0.8485,0.2764569,1.521895,0.888,0.9985272,0.4317273,2.5752154,1.1159267,4.7464755,,,
"('MAR', 18)",0.2158636,0.0479697,0.5036818,0.1136124,,,0.2524721,,0.8533557,,7.4,0.718,0.122449,0.0795287,0.2890806,0.8485,0.2764569,1.521895,0.888,0.9985272,0.4317273,2.5752154,1.1159267,4.7464755,,,
"('TUN', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('TUN', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('TUN', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('TUN', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('TUN', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('TUN', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('TUN', 6)",,,,,,,,,0.7749721,,9.7,1.1333,,,,0.8485,,2.309587,1.1619,1.6322185,0.2689401,0.7599326,2.0524374,3.3590969,,,
"('TUN', 7)",,,,,,,,,0.8012521,,9.4,1.1333,,,,0.8485,,2.309587,1.1619,1.6875685,0.2780601,0.7857026,2.1220374,3.4730069,,,
"('TUN', 8)",0.0804464,0.0092467,0.1525708,0.0046234,,,0.2209964,,0.4678837,,9.3,1.1333,0.2283938,0.2283938,0.0970905,0.8485,0.0147947,2.309587,1.1619,1.268649,0.7693265,0.7545318,1.6274215,3.3214193,,,
"('TUN', 9)",0.0809274,0.0086708,0.1955745,0.0048171,,,0.2206235,,0.5587844,,9.3,0.8979,0.2283308,0.2283308,0.0963421,0.8485,0.0144513,2.309587,1.0098,1.4528393,0.7803713,0.6098457,1.5212422,3.6330617,,,
"('TUN', 10)",0.0435187,0.0098906,0.3689199,0.0820921,,,0.1176983,,0.7150913,,9.1,0.7914,0.2067138,0.1226436,0.1879216,0.8485,0.065278,2.309587,1.0599,1.225447,0.6646492,0.9920285,1.516231,3.5754566,,,
"('TUN', 11)",0.0439587,0.0099906,0.3726499,0.0829221,,,0.1188883,,0.7223213,,9.0,0.7914,0.2088038,0.1238836,0.1898216,0.8485,0.065938,2.309587,1.0599,1.237837,0.6713692,1.0020585,1.531561,3.6116066,,,
"('TUN', 12)",0.1609969,0.0360273,0.3872931,0.1002008,,,0.068677,,0.8635286,,8.9,0.7876,0.1362281,0.0878165,0.190269,0.8485,0.1441091,1.2154790000000002,0.9899,1.3544001,0.4582218,1.5176486,1.5289072,4.2264488,,,
"('TUN', 13)",0.1752411,0.0392148,0.4497446,0.1090661,,,0.0735277,,0.8296378,,8.05,0.7057,0.129899,0.0882333,0.2058776,0.8485,0.2242596,1.2154790000000002,0.9257,1.4105069,0.5269487,1.8847607,1.3627139,4.7449893,,,
"('TUN', 14)",0.1752411,0.0392148,0.4497446,0.1090661,,,0.0735277,,0.8296378,,8.05,0.7057,0.129899,0.0882333,0.2058776,0.8485,0.2242596,1.2154790000000002,0.9257,1.4105069,0.5269487,1.8847607,1.3627139,4.7449893,,,
"('TUN', 15)",0.1845347,0.0412945,0.4697246,0.1148502,,,0.0774271,,0.8633125,,7.4,0.7029,0.1406593,0.0954935,0.216796,0.8485,0.2477668,1.2154790000000002,0.9286,1.415626,0.5445708,1.9885867,1.4827295,5.0198587,,,
"('TUN', 16)",0.2180864,0.0477467,0.4761768,0.1135598,,,0.2542191,,0.8400843,,7.4,0.7029,0.1238834,0.080008,0.2916422,0.8485,0.2787377,1.2154790000000002,0.9286,1.2323818,0.4335919,2.2544198,1.3446511,4.9166225,,,
"('TUN', 17)",0.2211034,0.0491341,0.5159078,0.1163702,,,0.2586004,,0.8740694,,7.4,0.718,0.1254212,0.0814591,0.2960975,0.8485,0.2831675,1.2154790000000002,0.888,1.0227647,0.4422067,2.6377243,1.1430139,4.8616879,,,
"('TUN', 18)",0.2211034,0.0491341,0.5159078,0.1163702,,,0.2586004,,0.8740694,,7.4,0.718,0.1254212,0.0814591,0.2960975,0.8485,0.2831675,1.2154790000000002,0.888,1.0227647,0.4422067,2.6377243,1.1430139,4.8616879,,,
"('CAN', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('CAN', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('CAN', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('CAN', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('CAN', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('CAN', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.3087980000000003,1.8348,0.8370904,0.1313705,0.9862309,2.1958551,2.1958551,,,
"('CAN', 6)",,,,,,,,,0.7706642,,9.7,1.1333,,,,0.8485,,2.358764,1.1619,1.6231454,0.2674451,0.7557083,2.0410284,3.3404244,,,
"('CAN', 7)",,,,,,,,,0.7969442,,9.4,1.1333,,,,0.8485,,2.358764,1.1619,1.6784954,0.2765651,0.7814783,2.1106284,3.4543344,,,
"('CAN', 8)",0.0800186,0.0091975,0.1517593,0.0045988,,,0.2198211,,0.4653953,,9.3,1.1333,0.2271791,0.2271791,0.0965741,0.8485,0.0147161,2.358764,1.1619,1.2619019,0.765235,0.7505189,1.6187663,3.3037549,,,
"('CAN', 9)",0.0805143,0.0086265,0.1945762,0.0047925,,,0.2194973,,0.5559321,,9.3,0.8979,0.2271654,0.2271654,0.0958504,0.8485,0.0143776,2.358764,1.0098,1.4454234,0.7763879,0.6067328,1.5134772,3.6145171,,,
"('CAN', 10)",0.0433023,0.0098414,0.3670856,0.0816839,,,0.1171131,,0.7115358,,9.1,0.7914,0.205686,0.1220338,0.1869873,0.8485,0.0649535,2.358764,1.0599,1.2193539,0.6613445,0.987096,1.5086921,3.5576791,,,
"('CAN', 11)",0.0437423,0.0099414,0.3708156,0.0825139,,,0.1183031,,0.7187658,,9.0,0.7914,0.207776,0.1232738,0.1888873,0.8485,0.0656135,2.358764,1.0599,1.2317439,0.6680645,0.997126,1.5240221,3.5938291,,,
"('CAN', 12)",0.1446972,0.0323798,0.3480828,0.0900563,,,0.061724,,0.7761032,,8.9,0.7876,0.1224361,0.0789258,0.1710058,0.8485,0.1295192,2.355314,0.9899,1.2172779,0.4118305,1.3639989,1.3741176,3.7985547,,,
"('CAN', 13)",0.1589414,0.0355673,0.4079126,0.0989216,,,0.0666887,,0.752471,,8.05,0.7057,0.1178167,0.0800265,0.1867284,0.8485,0.2034006,2.355314,0.9257,1.2793119,0.4779358,1.7094541,1.2359642,4.3036451,,,
"('CAN', 14)",0.1589414,0.0355673,0.4079126,0.0989216,,,0.0666887,,0.752471,,8.05,0.7057,0.1178167,0.0800265,0.1867284,0.8485,0.2034006,2.355314,0.9257,1.2793119,0.4779358,1.7094541,1.2359642,4.3036451,,,
"('CAN', 15)",0.168235,0.037647,0.4282346,0.1047057,,,0.0705881,,0.7870575,,7.4,0.7029,0.1282351,0.0870587,0.1976467,0.8485,0.225882,2.355314,0.9286,1.2905861,0.4964697,1.8129381,1.3517624,4.5764629,,,
"('CAN', 16)",0.1988232,0.0435293,0.4341169,0.1035292,,,0.2317643,,0.7658811,,7.4,0.7029,0.112941,0.0729411,0.2658819,0.8485,0.2541172,2.355314,0.9286,1.1235275,0.3952934,2.0552906,1.2258803,4.4823454,,,
"('CAN', 17)",0.2016122,0.0448027,0.4704284,0.1061117,,,0.2358037,,0.7970166,,7.4,0.718,0.1143648,0.0742782,0.2699953,0.8485,0.2582051,2.355314,0.888,0.9326037,0.4032244,2.4051979,1.0422524,4.4331099,,,
"('CAN', 18)",0.2016122,0.0448027,0.4704284,0.1061117,,,0.2358037,,0.7970166,,7.4,0.718,0.1143648,0.0742782,0.2699953,0.8485,0.2582051,2.355314,0.888,0.9326037,0.4032244,2.4051979,1.0422524,4.4331099,,,
"('USA', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('USA', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('USA', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('USA', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('USA', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('USA', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.3087980000000003,1.8348,0.8370904,0.1313705,0.9862309,2.1958551,2.1958551,,,
"('USA', 6)",,,,,,,,,0.7797559,,9.7,1.1333,,,,0.8485,,2.2549770000000002,1.1619,1.6422941,0.2706002,0.7646236,2.0651069,3.3798323,,,
"('USA', 7)",,,,,,,,,0.8060359,,9.4,1.1333,,,,0.8485,,2.2549770000000002,1.1619,1.6976441,0.2797202,0.7903936,2.1347069,3.4937423,,,
"('USA', 8)",0.0809215,0.0093013,0.1534718,0.0046507,,,0.2223016,,0.4706469,,9.3,1.1333,0.2297427,0.2297427,0.0976639,0.8485,0.0148821,2.2549770000000002,1.1619,1.2761415,0.7738701,0.758988,1.6370328,3.3410352,,,
"('USA', 9)",0.0813861,0.0087199,0.1966831,0.0048444,,,0.221874,,0.5619517,,9.3,0.8979,0.2296251,0.2296251,0.0968882,0.8485,0.0145332,2.2549770000000002,1.0098,1.4610745,0.7847947,0.6133025,1.5298652,3.6536552,,,
"('USA', 10)",0.043759,0.0099452,0.3709568,0.0825454,,,0.1183482,,0.7190396,,9.1,0.7914,0.2078552,0.1233208,0.1889592,0.8485,0.0656385,2.2549770000000002,1.0599,1.2322131,0.668319,0.9975059,1.5246027,3.5951981,,,
"('USA', 11)",0.044199,0.0100452,0.3746868,0.0833754,,,0.1195382,,0.7262696,,9.0,0.7914,0.2099452,0.1245608,0.1908592,0.8485,0.0662985,2.2549770000000002,1.0599,1.2446031,0.675039,1.0075359,1.5399327,3.6313481,,,
"('USA', 12)",0.1471807,0.0329355,0.354057,0.091602,,,0.0627834,,0.7894236,,8.9,0.7876,0.1245375,0.0802804,0.1739408,0.8485,0.1317421,2.1816459999999998,0.9899,1.2381702,0.4188988,1.3874093,1.3977017,3.8637497,,,
"('USA', 13)",0.1614249,0.0361231,0.4142863,0.1004672,,,0.0677307,,0.7642283,,8.05,0.7057,0.1196576,0.0812769,0.189646,0.8485,0.2065787,2.1816459999999998,0.9257,1.2993011,0.4854035,1.7361642,1.2552761,4.3708894,,,
"('USA', 14)",0.1614249,0.0361231,0.4142863,0.1004672,,,0.0677307,,0.7642283,,8.05,0.7057,0.1196576,0.0812769,0.189646,0.8485,0.2065787,2.1816459999999998,0.9257,1.2993011,0.4854035,1.7361642,1.2552761,4.3708894,,,
"('USA', 15)",0.1707185,0.0382027,0.4345561,0.1062514,,,0.0716301,,0.7986759,,7.4,0.7029,0.1301281,0.0883438,0.2005643,0.8485,0.2292164,2.1816459999999998,0.9286,1.3096374,0.5037985,1.8397004,1.3717169,4.6440197,,,
"('USA', 16)",0.2017582,0.0441719,0.4405253,0.1050575,,,0.2351856,,0.7771868,,7.4,0.7029,0.1146082,0.0740178,0.2698068,0.8485,0.2578684,2.1816459999999998,0.9286,1.1401128,0.4011287,2.0856304,1.2439765,4.5485129,,,
"('USA', 17)",0.2045819,0.0454626,0.4773578,0.1076747,,,0.2392771,,0.8087565,,7.4,0.718,0.1160494,0.0753723,0.2739723,0.8485,0.2620084,2.1816459999999998,0.888,0.9463409,0.4091638,2.4406262,1.0576047,4.4984091,,,
"('USA', 18)",0.2045819,0.0454626,0.4773578,0.1076747,,,0.2392771,,0.8087565,,7.4,0.718,0.1160494,0.0753723,0.2739723,0.8485,0.2620084,2.1816459999999998,0.888,0.9463409,0.4091638,2.4406262,1.0576047,4.4984091,,,
"('DNK', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('DNK', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('DNK', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('DNK', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('DNK', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('DNK', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('DNK', 6)",,,,,,,,,0.7729227,,9.7,1.1333,,,,0.8485,,2.332981,1.1619,1.6279024,0.2682289,0.7579231,2.04701,3.3502142,,,
"('DNK', 7)",,,,,,,,,0.7992027,,9.4,1.1333,,,,0.8485,,2.332981,1.1619,1.6832524,0.2773489,0.7836931,2.11661,3.4641242,,,
"('DNK', 8)",0.0802429,0.0092233,0.1521848,0.0046117,,,0.2204373,,0.4666999,,9.3,1.1333,0.227816,0.227816,0.0968448,0.8485,0.0147573,2.332981,1.1619,1.2654394,0.7673801,0.7526228,1.6233041,3.3130162,,,
"('DNK', 9)",0.0807309,0.0086497,0.1950996,0.0048054,,,0.2200878,,0.5574275,,9.3,0.8979,0.2277764,0.2277764,0.0961082,0.8485,0.0144162,2.332981,1.0098,1.4493115,0.7784763,0.6083648,1.5175483,3.6242398,,,
